lga,vector
Upper Lachlan Shire,"[0.0486111119389534, 0.6892109513282776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012681159190833569, 0.0, 0.0, 0.08635265380144119, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035124797374010086, 0.0, 0.09390096366405487, 0.0, 0.03411835804581642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Uralla,"[0.0, 0.8027200698852539, 0.02989089861512184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16738903522491455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Victor Harbor,"[0.15783458948135376, 0.0, 0.398736834526062, 0.04878195375204086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03476691618561745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06845112890005112, 0.0, 0.030015038326382637, 0.12992481887340546, 0.07049623876810074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06099248304963112]"
Victoria Daly,"[0.0, 0.04438726231455803, 0.0, 0.0, 0.0, 0.0607912503182888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05693148821592331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7825667262077332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05532325431704521, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Victoria Park,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047778550535440445, 0.0, 0.0, 0.02226807363331318, 0.3927595317363739, 0.0, 0.0, 0.07591510564088821, 0.035184092819690704, 0.0, 0.0, 0.04874323308467865, 0.15418832004070282, 0.0660003200173378, 0.0, 0.0035371670965105295, 0.014684602618217468, 0.05804169550538063, 0.035666435956954956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022134091705083847, 0.0, 0.0, 0.0, 0.0, 0.008735730312764645, 0.014363042078912258, 0.0, 0.0, 0.0, 0.0, 0.0]"
Victoria Plains,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Vincent,"[0.0, 0.0, 0.0, 0.10231131315231323, 0.0, 0.0, 0.02272976189851761, 0.009174061007797718, 0.00764048658311367, 0.07347463816404343, 0.051484279334545135, 0.0, 0.0, 0.01065286435186863, 0.06315039843320847, 0.0, 0.01695147342979908, 0.011885200627148151, 0.01276152953505516, 0.0, 0.0, 0.0002738525508902967, 0.0, 0.30433234572410583, 0.1036531925201416, 0.0, 0.0, 0.0, 0.0, 0.01284368522465229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020374629646539688, 0.07900646328926086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.060302332043647766, 0.0, 0.015390513464808464, 0.0, 0.021606966853141785, 0.0]"
Wagait,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.618099570274353, 0.0, 0.38190045952796936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Wagga Wagga,"[0.031419411301612854, 0.016470449045300484, 0.010694713331758976, 0.0, 0.008198295719921589, 0.0, 0.03728377819061279, 0.007651742547750473, 0.02655952237546444, 0.006617723032832146, 0.01827259734272957, 0.00010340192238800228, 0.07969333976507187, 0.04663426801562309, 0.05910158529877663, 0.05370991304516792, 0.0, 0.005524617154151201, 0.06437508016824722, 0.005997311323881149, 0.0, 0.0005908681196160614, 0.0, 0.0, 0.0, 0.032512519508600235, 0.008021035231649876, 0.16074568033218384, 0.09569109231233597, 0.0, 0.10397802293300629, 0.0032202312722802162, 0.0047121732495725155, 0.01577617973089218, 0.0, 0.0, 0.0641387328505516, 0.004593999590724707, 0.0, 0.019291844218969345, 0.00841987133026123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Wagin,"[0.0, 0.0, 0.1444888561964035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8555111289024353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Wakefield,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05216247960925102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038427818566560745, 0.0, 0.6570718884468079, 0.0, 0.1645236760377884, 0.0, 0.08781414479017258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Walcha,"[0.2581980228424072, 0.535179853439331, 0.08150270581245422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028971664607524872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09614772349596024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Walgett,"[0.0, 0.26925259828567505, 0.10028382390737534, 0.05771050229668617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04976348206400871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14758750796318054, 0.0, 0.0, 0.054304637014865875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08552507311105728, 0.0, 0.0, 0.0, 0.0, 0.12071901559829712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11485335975885391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Walkerville,"[0.04129241406917572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08283433318138123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11102794110774994, 0.149326354265213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5380489230155945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07747005671262741, 0.0, 0.0, 0.0]"
Wandering,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Wangaratta,"[0.03633008897304535, 0.12291177362203598, 0.02173767238855362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03757128491997719, 0.0, 0.0, 0.0018785642459988594, 0.04595773294568062, 0.0, 0.0, 0.006977524142712355, 0.0, 0.0, 0.02532707154750824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16051660478115082, 0.0, 0.0, 0.31009727716445923, 0.07628312706947327, 0.028346192091703415, 0.0, 0.04092586413025856, 0.021402213722467422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06373699754476547]"
Wanneroo,"[0.00593026215210557, 0.0, 0.01002883818000555, 0.0018795104697346687, 0.05074678361415863, 0.0, 0.04460609331727028, 0.024218425154685974, 0.0012482245219871402, 0.012573111802339554, 0.0042324853129684925, 0.000851279532071203, 0.0, 0.05341539904475212, 0.04552910849452019, 0.0, 0.0032042544335126877, 0.017728613689541817, 0.0029077413491904736, 0.012286163866519928, 0.0, 0.002109068911522627, 0.0, 0.0, 0.0033859882969409227, 0.30407896637916565, 0.029833044856786728, 0.0, 0.0, 0.05149763077497482, 0.0, 0.0, 0.004892466124147177, 0.0, 0.0, 0.006963275372982025, 0.011898783966898918, 0.0, 0.0, 0.033496417105197906, 0.04095228388905525, 0.0, 0.007704558316618204, 0.0027642673812806606, 0.0, 0.06342510879039764, 0.016308220103383064, 0.0, 0.0, 0.12930361926555634]"
Waratah-Wynyard,"[0.10766240209341049, 0.10464570671319962, 0.055708251893520355, 0.0, 0.009720453061163425, 0.027485419064760208, 0.0, 0.0, 0.02983173541724682, 0.0, 0.0, 0.0, 0.09016558527946472, 0.0, 0.0, 0.021452033892273903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061138298362493515, 0.0, 0.0, 0.3190990090370178, 0.13997451961040497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03311657905578613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Waroona,"[0.04919583722949028, 0.2374645173549652, 0.10146641731262207, 0.0, 0.06764427572488785, 0.0, 0.0, 0.0629139095544815, 0.0, 0.2932828664779663, 0.0, 0.134815514087677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05321665108203888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Warren,"[0.0, 0.19551871716976166, 0.07274401187896729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2596684992313385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47206875681877136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Warrnambool,"[0.031669627875089645, 0.008177218958735466, 0.0, 0.005250922869890928, 0.0, 0.0, 0.0, 0.0, 0.011240256950259209, 0.01017366349697113, 0.0, 0.0007384110358543694, 0.02710242010653019, 0.0, 0.0, 0.08412416279315948, 0.0, 0.0, 0.03259947896003723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27859973907470703, 0.0, 0.008396007120609283, 0.30075207352638245, 0.1199234277009964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015096403658390045, 0.0, 0.0, 0.008341309614479542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05781485140323639]"
Warrumbungle Shire,"[0.08205239474773407, 0.2642346918582916, 0.21011041104793549, 0.015046547167003155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32788482308387756, 0.0, 0.0, 0.0, 0.10067114233970642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Wattle Range,"[0.020429417490959167, 0.31958019733428955, 0.02844095416367054, 0.0, 0.0, 0.0, 0.0, 0.0259573794901371, 0.0, 0.0, 0.0, 0.0, 0.07418683171272278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1427655816078186, 0.08572344481945038, 0.0, 0.040137797594070435, 0.12994712591171265, 0.04999198764562607, 0.0, 0.08283928781747818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Waverley,"[0.0, 0.0, 0.0, 0.1302909255027771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005524137057363987, 0.010057136416435242, 0.0, 7.287779590114951e-05, 0.25982391834259033, 0.42817163467407227, 0.00773962214589119, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014633862301707268, 0.036861591041088104, 0.10682427883148193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Weddin,"[0.08930426090955734, 0.08566977828741074, 0.10488057881593704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5334891080856323, 0.0, 0.18665628135204315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Weipa,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.00291686924174428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4265921115875244, 0.0, 0.0, 0.0, 0.0, 0.33859989047050476, 0.0, 0.0, 0.013612056151032448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21827904880046844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Wellington,"[0.06355306506156921, 0.10317873954772949, 0.07625499367713928, 0.0, 0.023124022409319878, 0.007447455078363419, 0.0, 0.0, 0.01016154233366251, 0.01693590357899666, 0.0, 0.0015416014939546585, 0.07542990893125534, 0.0, 0.0, 0.023688552901148796, 0.0, 0.0, 0.008815355598926544, 0.0, 0.005536737851798534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006557234562933445, 0.10018238425254822, 0.0, 0.0, 0.15012158453464508, 0.2399253100156784, 0.016436511650681496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07110908627510071]"
Wentworth,"[0.04731269180774689, 0.0, 0.11513201892375946, 0.0, 0.10186301916837692, 0.052673906087875366, 0.050529420375823975, 0.0, 0.0, 0.0, 0.0, 0.00616539316251874, 0.0, 0.0, 0.0, 0.14234016835689545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005361211486160755, 0.08015011250972748, 0.0, 0.0, 0.0, 0.0, 0.04811687394976616, 0.0, 0.0, 0.033105481415987015, 0.0, 0.0, 0.05066344887018204, 0.05213778465986252, 0.2144484668970108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
West Arnhem,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.02901819348335266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003157419851049781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07081642001867294, 0.0, 0.0, 0.012178619392216206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8848293423652649, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
West Arthur,"[0.0, 0.2512953281402588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7487046718597412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
West Coast,"[0.27755674719810486, 0.0, 0.316405326128006, 0.0, 0.14837351441383362, 0.04961385577917099, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0046805525198578835, 0.10133396089076996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03955066576600075, 0.0, 0.0, 0.06248537451028824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
West Daly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
West Tamar,"[0.12622612714767456, 0.1010030210018158, 0.02101924829185009, 0.005937016103416681, 0.011062762700021267, 0.0, 0.013754701241850853, 0.016631020233035088, 0.0, 0.034478943794965744, 0.0, 0.00011062762496294454, 0.18408437073230743, 0.010767756029963493, 0.0, 0.015635371208190918, 0.0, 0.0, 0.011874032206833363, 0.0, 0.0993804857134819, 0.0030975735280662775, 0.01511910930275917, 0.0, 0.0, 0.0, 0.0, 0.06829412281513214, 0.015414115972816944, 0.0, 0.04358728602528572, 0.06084519624710083, 0.03399955853819847, 0.0, 0.0, 0.06364776194095612, 0.0, 0.0141603359952569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029869459569454193]"
West Torrens,"[0.05983469635248184, 0.0, 0.005981861613690853, 0.0, 0.018556633964180946, 0.0, 0.0252460278570652, 0.03471731022000313, 0.02526210807263851, 0.07126776874065399, 0.37669646739959717, 0.0, 0.008007976226508617, 0.0, 0.0, 0.005370811093598604, 0.12616582214832306, 0.02891233004629612, 0.036196693778038025, 0.0, 0.012815977446734905, 0.0008040136308409274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01956969127058983, 0.0, 0.0, 0.0, 0.019762655720114708, 0.0, 0.0, 0.01670740358531475, 0.06358139961957932, 0.0, 0.038721296936273575, 0.0, 0.00582105852663517, 0.0]"
West Wimmera,"[0.0, 0.0, 0.09455317258834839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01037491112947464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8950719237327576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Western Downs,"[0.0, 0.1731550246477127, 0.027036435902118683, 0.0, 0.0, 0.024599675089120865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00020306336227804422, 0.013286145403981209, 0.038407985121011734, 0.0, 0.01575191505253315, 0.0, 0.0, 0.08926084637641907, 0.0, 0.0, 0.0025527963880449533, 0.0, 0.0, 0.0, 0.011458574794232845, 0.0, 0.19154676795005798, 0.0750754252076149, 0.01314110029488802, 0.07655488699674606, 0.006323973182588816, 0.009863077662885189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20335344970226288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02842886932194233]"
Westonia,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Whitehorse,"[0.0, 0.0, 0.010859973728656769, 0.008312644436955452, 0.00272970087826252, 0.0, 0.003959242720156908, 0.013577908277511597, 0.010548175312578678, 0.046828486025333405, 0.07307832688093185, 0.0, 0.0, 0.0, 0.010730547830462456, 0.0, 0.012836653739213943, 0.0026002752128988504, 0.003047381527721882, 0.013472015038132668, 0.0, 3.529785681166686e-05, 0.006318315863609314, 0.007294890005141497, 0.06577755510807037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026944028213620186, 0.0, 0.0, 0.0, 0.003841583151370287, 0.0069007305428385735, 0.027008742094039917, 0.0, 0.0024473180528730154, 0.0, 0.0385158434510231, 0.004365168046206236, 0.030944453552365303, 0.0, 0.3040674924850464, 0.1957501322031021, 0.09145674109458923, 0.0]"
Whitsunday,"[0.01966322399675846, 0.09304390102624893, 0.047692060470581055, 0.024531956762075424, 0.1854960173368454, 0.02047019638121128, 0.030315257608890533, 0.0, 0.0, 0.015978049486875534, 0.0, 0.000322788895573467, 0.0, 0.030207660049200058, 0.0, 0.0, 0.0, 0.0, 0.12712502479553223, 0.0, 0.0, 0.0034430816303938627, 0.0, 0.0, 0.0, 0.012723262421786785, 0.015036582946777344, 0.10122121870517731, 0.0, 0.006132989190518856, 0.0434420071542263, 0.0, 0.0, 0.0, 0.0, 0.022568324580788612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20058639347553253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Whittlesea,"[0.0024103422183543444, 0.0012858064146712422, 0.006886692252010107, 0.0, 0.0, 0.0, 0.02115696482360363, 0.005836253520101309, 0.0, 0.0, 0.017116481438279152, 0.0, 0.007326917257159948, 0.009096535854041576, 0.0, 0.018759697675704956, 0.170833557844162, 0.0641552060842514, 0.0032515646889805794, 0.00045330123975872993, 0.0, 0.0004663772415369749, 0.0, 0.0, 0.0, 0.05595655366778374, 0.03898390755057335, 0.0008586571784690022, 0.0, 0.0, 0.0036264099180698395, 0.0, 0.0, 0.0, 0.0, 0.0012073504040017724, 0.07215335220098495, 0.001429642434231937, 0.0, 0.007819446735084057, 0.06602507084608078, 0.0, 0.066256083548069, 0.024840036407113075, 0.006507487967610359, 0.09372875094413757, 0.07889185100793839, 0.0, 0.002767752856016159, 0.14991195499897003]"
Whyalla,"[0.03020993433892727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06824000179767609, 0.23790904879570007, 0.06158357858657837, 0.0, 0.0018619373440742493, 0.01321975514292717, 0.06707629561424255, 0.02453102543950081, 0.0, 0.0, 0.0, 0.06358516216278076, 0.0, 0.11762788891792297, 0.0, 0.0, 0.0, 0.0, 0.02760322205722332, 0.008006330579519272, 0.12558767199516296, 0.01419727224856615, 0.014569659717381, 0.01708327606320381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10710794478654861, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Wickepin,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Williams,"[0.0, 0.0, 0.4152791500091553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5847208499908447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Willoughby,"[0.0, 0.0, 0.0, 0.013993766158819199, 0.0, 0.0, 0.0, 0.011359338648617268, 0.0034821394365280867, 0.0, 0.004968895576894283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026996361557394266, 0.12165316939353943, 0.097369484603405, 0.10334259271621704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06653885543346405, 0.08955749124288559, 0.19977307319641113, 0.0, 0.0, 0.0, 0.0, 0.00649477681145072, 0.0, 0.0, 0.02134929597377777, 0.18619664013385773, 0.07122083753347397, 0.0]"
